lemma,upos,doc_count,total_count,mean_count,max_count,category,notes,pos_group,suggested_category_ChatGPT,suggested_category_Claude,notes_Claude,top_subjects,top_objects,top_comps,top_obls,top_noun_roles,top_head_verbs,top_amod,top_compound
human,NOUN+PROPN,35,44,1.257142857,2,,,NOUN,,AGENT,,,,,,nsubj:16 | nmod:9 | obj:6 | obl:6 | obl:agent:2,have:4 | create:2 | provide:2 | write:2 | become:1,actual:2 | many:1 | uncreative:1,
place,NOUN+PROPN,35,38,1.085714286,3,,,NOUN,,DISCOURSE,,protagonist:1 | they:1 | tool:1 | it:1 | I:1,shadow:2 | limitation:1 | they:1 | object:1,right:1,time:2 | own:1 | use:1 | field:1 | strength:1,obl:14 | obj:11 | conj:4 | xcomp:3 | compound:2,take:7 | use:3 | get:2 | travel:2 | describe:2,first:3 | right:2 | boring:1 | common:1 | next:1,
direction,NOUN+PROPN,35,37,1.057142857,2,,,NOUN,CREATIVE_CONCEPT,CONCEPT,,,,,,obj:14 | obl:13 | nmod:5 | conj:3 | nsubj:1,go:4 | take:2 | point:2 | decide:2 | steer:2,different:5 | right:2 | multiple:2 | creative:1 | forward:1,art:2 | camera:1 | research:1
game,NOUN+PROPN,34,58,1.705882353,4,,,NOUN,,ARTIFACT,,it:1 | first:1,system:1,,project:1,compound:23 | obl:13 | obj:10 | nmod:5 | nmod:poss:2,use:4 | play:2 | create:2 | change:2 | run:2,fun:1 | little:1 | mobile:1 | regular:1 | casual:1,video:4 | board:3 | card:2 | TTRPG:1 | d&d:1
feedback,NOUN+PROPN,34,53,1.558823529,4,,,NOUN,PROCESS_WORKFLOW,PROCESS,,,,,,obj:29 | obl:14 | compound:3 | nmod:3 | conj:2,provide:9 | get:8 | ask:7 | give:4 | use:2,honest:2 | final:1 | further:1 | helpful:1 | creative:1,
theme,NOUN+PROPN,34,42,1.235294118,4,,,NOUN,CREATIVE_CONCEPT,CONCEPT,,,,,,obl:13 | conj:9 | nmod:8 | obj:7 | nsubj:2,give:2 | be:1 | tell:1 | come:1 | have:1,philosophical:1 | certain:1 | key:1 | narrative:1 | happy:1,pack:1 | autumn:1 | fall:1 | mail:1 | design:1
skill,NOUN+PROPN,34,41,1.205882353,3,,,NOUN,,RESOURCE,,,,,,obj:13 | conj:8 | nsubj:7 | obl:5 | compound:3,improve:4 | be:2 | compose:1 | review:1 | develop:1,creative:2 | own:2 | main:1 | other:1 | proper:1,writing:2 | thinking:1 | communication:1 | research:1 | photoshop:1
type,NOUN+PROPN,34,40,1.176470588,2,,,NOUN,,DISCOURSE,Discourse classifier,I:2 | person:1 | style:1,thing:1 | letter:1,write:1,text:1,nmod:11 | obj:11 | obl:8 | compound:4 | conj:2,create:3 | post:1 | provide:1 | include:1 | conceptualize:1,many:4 | different:4 | other:3 | various:1 | request:1,look:1 | memoir:1 | roleplay:1 | dialogue:1 | card:1
control,NOUN+PROPN,34,34,1.0,1,,,NOUN,,PROCESS,Polysemous: process vs power vs interface element,I:5 | what:1 | partner:1,cash:1 | level:1 | type:1,,,obj:8 | nmod:7 | obl:7 | advcl:3 | conj:3,feel:6 | have:3 | keep:2 | retain:2 | take:1,creative:3 | much:2 | less:1 | total:1 | authorial:1,
website,NOUN+PROPN,33,42,1.272727273,3,,,NOUN,,TECH,,,,,,obl:12 | obj:11 | compound:8 | nmod:5 | conj:3,help:2 | write:2 | jump:2 | find:1 | subscribe:1,different:1 | small:1,stock:2 | image:1 | business:1
plot,NOUN+PROPN,33,41,1.242424242,3,,,NOUN,,ARTIFACT,,I:1,story:1,,,compound:17 | nmod:7 | obj:6 | obl:6 | nsubj:3,have:2 | make:2 | keep:1 | summarise:1 | move:1,great:1 | overall:1 | own:1 | overarching:1 | main:1,brainstorming:1 | manga:1
line,NOUN+PROPN,33,38,1.151515152,4,,,NOUN,,ARTIFACT,,it:2 | I:1 | photo:1 | that:1,,,commission:1,obj:10 | obl:9 | compound:4 | root:3 | nmod:3,create:4 | blur:1 | vary:1 | activate:1 | write:1,fine:3 | first:2 | black:1 | catchy:1 | finish:1,plot:2 | ley:1 | core:1 | opening:1 | tag:1
film,NOUN+PROPN,32,46,1.4375,4,,,NOUN,,ARTIFACT,,I:1,,,OBS:1 | Premiere:1,compound:15 | conj:9 | obl:5 | nsubj:5 | nmod:4,use:2 | be:2 | make:2 | edit:2 | write:1,short:3 | recent:1 | Black:1 | gay:1 | win:1,feature:6 | handmade:1 | motion:1
stage,NOUN+PROPN,32,42,1.3125,5,,,NOUN,,PROCESS,,,,,,obl:25 | nmod:4 | conj:4 | obj:3 | compound:2,use:9 | help:2 | generate:1 | grapple:1 | create:1,early:8 | final:3 | initial:1 | barebone:1 | current:1,draft:3 | brainstorming:3 | planning:2 | editing:2 | idea:2
generation,NOUN+PROPN,32,41,1.28125,3,,,NOUN,,PROCESS,,,,,,obl:9 | conj:7 | obj:6 | nmod:6 | nsubj:6,use:3 | get:2 | have:1 | force:1 | learn:1,round:1 | perfect:1 | prompt:1 | next:1 | actual:1,image:9 | video:8 | idea:4 | AI:2 | hashtag:1
week,NOUN+PROPN,32,38,1.1875,4,,,NOUN,TIME_RESOURCE,RESOURCE,,,,,,obl:unmarked:20 | obl:6 | nmod:3 | obj:3 | nmod:unmarked:2,take:3 | have:2 | learn:1 | choreograph:1 | use:1,few:4 | next:2 | previous:1 | past:1 | last:1,hour:1
creation,NOUN+PROPN,32,37,1.15625,3,,,NOUN,,PROCESS,,,,,,obl:12 | nmod:8 | compound:6 | conj:5 | nsubj:3,use:2 | delve:1 | help:1 | deal:1 | make:1,visual:2 | human:1 | new:1 | more:1 | own:1,content:6 | image:3 | video:2 | pack:1 | website:1
case,NOUN+PROPN,32,35,1.09375,2,,,NOUN,,DISCOURSE,,,,,,obl:30 | obj:2 | obl:unmarked:1 | case:1 | nsubj:1,use:4 | have:2 | reach:2 | see:1 | look:1,particular:1 | specific:1 | most:1 | true:1 | good:1,use:4 | sample:1
couple,NOUN+PROPN,32,34,1.0625,2,,,NOUN,,DISCOURSE,,,,,,obj:9 | obl:unmarked:8 | nmod:unmarked:6 | nmod:3 | compound:3,get:3 | write:2 | take:2 | use:2 | have:2,past:3 | Canadian:1,
mind,NOUN+PROPN,32,33,1.03125,2,,,NOUN,,DISCOURSE,,you:1,business:1,,,obl:23 | obj:4 | nmod:4 | nsubj:2,come:5 | have:5 | keep:3 | get:2 | cross:2,own:2 | human:1,sound:1
company,NOUN+PROPN,31,42,1.35483871,3,,,NOUN,WORK_CONTEXT,CONTEXT,,,,,,nsubj:17 | nmod:6 | compound:4 | obl:4 | nmod:poss:4,have:2 | work:2 | find:1 | need:1 | hire:1,wide:1 | veterinary:1 | outside:1 | many:1 | first:1,AI:3 | production:2 | plugin:1 | contracting:1 | nation:1
post,NOUN+PROPN,31,39,1.258064516,3,,,NOUN,CREATIVE_ARTIFACT,ARTIFACT,,I:3,type:1 | something:1 | chapter:1 | image:1 | it:1,,Instagram:1 | model:1 | account:1 | update:1,obj:14 | compound:11 | conj:7 | obl:3 | nmod:3,write:4 | read:1 | come:1 | show:1 | use:1,social:5 | many:1 | short:1 | particular:1 | lengthy:1,blog:13 | media:10 | design:1 | video:1 | web:1
hand,NOUN+PROPN,31,38,1.225806452,3,,,NOUN,,DISCOURSE,,it:1 | that:1 | I:1,gift:1 | rein:1 | it:1,draw:1,musician:1 | beta:1 | client:1,obl:17 | compound:7 | nmod:5 | obl:unmarked:4 | conj:3,draw:3 | paint:3 | have:3 | work:2 | create:2,other:3 | second:2 | human:2 | own:1 | float:1,
hour,NOUN+PROPN,31,38,1.225806452,3,,,NOUN,TIME_RESOURCE,RESOURCE,,,,,,obj:13 | obl:9 | compound:6 | obl:unmarked:4 | nmod:4,take:8 | spend:6 | finish:2 | get:2 | work:1,few:3 | multiple:1 | additional:1,working:1
term,NOUN+PROPN,31,35,1.129032258,3,,,NOUN,,DISCOURSE,,,,,,obl:23 | nmod:3 | obj:3 | nsubj:3 | compound:2,be:2 | have:2 | see:2 | think:2 | come:2,long:2 | musical:1 | key:1 | funny:1 | right:1,Gen:2 | Z:2 | action:1 | library:1
color,NOUN+PROPN,30,42,1.4,6,,,NOUN,,ARTIFACT,,sky:1,footage:1,,section:1,compound:25 | obj:11 | conj:4 | nsubj:2,change:4 | use:3 | pull:1 | mix:1 | ensure:1,wrong:2 | solid:1,paint:1
list,NOUN+PROPN,30,38,1.266666667,3,,,NOUN,,DISCOURSE,,it:1,which:1 | festival:1,,tourist:1,obj:21 | obl:11 | nmod:2 | nsubj:2 | compound:1,ask:6 | provide:5 | have:4 | get:3 | generate:3,long:1 | wide:1 | helpful:1 | do:1,paper:1 | character:1 | card:1 | art:1 | supply:1
blog,NOUN+PROPN,30,34,1.133333333,2,,,NOUN,,ARTIFACT,,,,,,compound:16 | obl:5 | conj:5 | obj:4 | nmod:2,start:2 | write:2 | outline:1 | work:1 | create:1,customize:1 | complete:1 | short:1 | online:1,research:1 | style:1 | portfolio:1 | makeup:1 | form:1
photo,NOUN+PROPN,29,43,1.482758621,5,,,NOUN,,ARTIFACT,,,,,,obj:15 | compound:10 | obl:6 | nmod:5 | nsubj:3,edit:4 | use:3 | plug:2 | have:2 | be:2,separate:1 | main:1 | good:1 | other:1 | random:1,wedding:3 | family:3 | stock:2 | group:1 | estate:1
experience,NOUN+PROPN,29,32,1.103448276,2,,,NOUN,,RESOURCE,,I:1 | this:1,thing:1 | material:1,,life:1,obj:7 | conj:7 | nmod:5 | obl:4 | nsubj:4,have:5 | find:2 | bear:1 | limit:1 | make:1,human:4 | live:1 | other:1 | limit:1 | many:1,client:3 | cinematography:1 | media:1 | work:1
stuff,NOUN+PROPN,29,32,1.103448276,3,,,NOUN,DISCOURSE_GENERAL,DISCOURSE,Very generic reference term,body:1 | it:1,,,,obj:9 | obl:8 | nmod:6 | root:3 | conj:3,help:2 | do:2 | use:2 | be:1 | give:1,boring:2 | other:1 | little:1 | fun:1 | general:1,admin:2 | form:1 | character:1 | type:1 | filler:1
life,NOUN+PROPN,29,31,1.068965517,2,,,NOUN,,DISCOURSE,,,,,,obl:12 | obj:7 | nmod:4 | compound:3 | conj:2,bring:3 | make:2 | have:2 | see:1 | know:1,real:3 | entire:1 | inner:1 | quiet:1 | daily:1,art:1
material,NOUN+PROPN,28,38,1.357142857,3,,,NOUN,,ARTIFACT,,,,,,obj:16 | nmod:9 | obl:8 | conj:3 | compound:2,generate:3 | use:2 | make:2 | provide:2 | do:1,other:3 | promotional:2 | creative:2 | face:1 | right:1,marketing:4 | reference:3 | training:1 | background:1
copy,NOUN+PROPN,28,35,1.25,4,,,NOUN,CREATIVE_ARTIFACT,ARTIFACT,,I:5 | much:1,design:1 | that:1 | style:1 | it:1 | section:1,,content:1 | chat:1 | document:1,obj:13 | obl:7 | compound:6 | conj:4 | nmod:3,write:4 | have:1 | run:1 | create:1 | utilize:1,creative:1 | main:1 | professional:1 | freelance:1,writing:5 | marketing:3 | website:3 | ad:1 | sale:1
response,NOUN+PROPN,28,33,1.178571429,3,,,NOUN,,ARTIFACT,,,,,,obj:14 | nsubj:8 | obl:4 | nmod:3 | conj:2,use:2 | prompt:1 | seed:1 | get:1 | hear:1,slow:1 | emotional:1 | ideal:1 | more:1 | accurate:1,AI:2 | burn:1 | email:1 | text:1 | weather:1
production,NOUN+PROPN,28,32,1.142857143,3,,,NOUN,,CONTEXT,,,,,,compound:15 | conj:6 | obl:4 | obj:3 | nmod:2,supplant:1 | programming:1 | have:1 | work:1 | do:1,full:1 | physical:1 | live:1 | indie:1,video:4 | post:3 | film:1 | TV:1 | music:1
sound,NOUN+PROPN,28,32,1.142857143,2,,,NOUN,,ARTIFACT,Usually audio artifact; occasionally appearance,that:30 | it:6 | they:2 | version:1 | which:1,touch:1 | cutter:1,good:52 | great:22 | right:4 | fine:4 | human:3,I:13 | voice:2 | artist:1 | sibling:1 | brand:1,compound:21 | obj:4 | obl:2 | appos:1 | parataxis:1,make:1 | test:1 | accept:1 | detect:1 | experiment:1,cheesy:1 | bad:1 | high:1 | intend:1,quality:1
marketing,NOUN+PROPN,27,31,1.148148148,2,,,NOUN,,CONTEXT,,,,,,compound:17 | conj:5 | nmod:3 | obj:3 | obl:2,work:1 | enhance:1 | create:1 | brainstorm:1,social:3,media:3 | end:1
sort,NOUN+PROPN,27,31,1.148148148,3,,,NOUN,,DISCOURSE,Discourse classifier,I:1,they:1 | it:1,,material:1 | image:1 | one:1 | text:1,obl:9 | nmod:6 | obj:5 | advmod:5 | nsubj:2,use:4 | have:2 | sell:1 | think:1 | check:1,dark:1,hybrid:1
role,NOUN+PROPN,27,30,1.111111111,2,,,NOUN,,CONTEXT,,,,,,obj:14 | conj:4 | obl:3 | nmod:3 | compound:3,see:3 | play:3 | assume:2 | seek:2 | continue:1,particular:2 | primary:1 | prompt:1 | limited:1,writing:2 | marketing:1 | copywriter:1 | assistant:1 | entry:1
partner,NOUN+PROPN,27,28,1.037037037,2,,,NOUN,,CONTEXT,,it:2 | I:1 | llm:1,,,way:1 | case:1 | model:1,obl:12 | conj:5 | obj:3 | nsubj:3 | root:2,become:2 | have:2 | use:2 | demand:1 | operate:1,creative:4 | full:2 | collaborative:2 | editorial:1 | great:1,writing:5 | editorial:2 | chatbot:1 | research:1 | workshop:1
article,NOUN+PROPN,26,50,1.923076923,9,,,NOUN,,ARTIFACT,,,,,,obj:17 | nmod:14 | conj:7 | obl:6 | nsubj:3,write:6 | read:4 | feed:3 | link:2 | send:1,general:2 | competitive:1 | multiple:1 | such:1 | finish:1,blog:2 | knowledge:1 | ghost:1 | writing:1 | non-fiction:1
draft,NOUN+PROPN,26,40,1.538461538,6,,,NOUN,CREATIVE_ARTIFACT,ARTIFACT,,I:3,novel:5 | letter:3 | memo:1 | something:1 | cover:1,,era:1 | they:1 | AI:1 | Arcs:1 | I:1,obj:17 | obl:11 | compound:5 | nsubj:3 | nmod:2,create:6 | get:3 | outline:2 | go:2 | brainstorm:1,first:9 | rough:5 | second:2 | initial:1 | early:1,story:3 | base:1 | grammar:1 | v1:1
series,NOUN+PROPN,26,36,1.384615385,4,,,NOUN,,ARTIFACT,,,,,,obj:14 | obl:8 | conj:6 | nmod:4 | root:2,write:4 | create:2 | do:2 | take:1 | paint:1,late:1 | new:1 | first:1 | original:1 | animated:1,book:2 | fantasy:1 | TV:1 | web:1 | novel:1
llm,NOUN+PROPN,26,33,1.269230769,3,,,NOUN,AI_TECH,TECH,,,,,,nsubj:15 | obj:11 | obl:3 | iobj:1 | compound:1,have:4 | use:4 | ask:2 | try:2 | break:1,different:1 | other:1,
background,NOUN+PROPN,25,34,1.36,4,,,NOUN,,DISCOURSE,,,,,,compound:11 | obj:9 | obl:8 | nmod:3 | conj:2,give:2 | have:2 | remove:2 | knock:1 | kill:1,low:1 | create:1 | gray:1 | transparent:1 | academic:1,income:1 | coding:1 | image:1
designer,NOUN+PROPN,25,34,1.36,4,,,NOUN,,AGENT,,,,,,conj:9 | nsubj:7 | obj:7 | root:6 | obl:3,know:3 | pay:2 | use:1 | send:1 | boot:1,graphic:9 | human:3 | base:1 | Graphic:1 | skilled:1,interior:3 | game:2 | circuit:2 | costume:1 | set:1
ability,NOUN+PROPN,25,29,1.16,4,,,NOUN,,RESOURCE,,,,,,obl:7 | nsubj:6 | obj:5 | conj:4 | root:2,have:2 | assist:1 | make:1 | create:1 | be:1,human:1 | different:1 | limitless:1 | own:1 | distinct:1,AI:1 | research:1
market,NOUN+PROPN,25,27,1.08,2,,,NOUN,WORK_CONTEXT,CONTEXT,,they:1 | it:1,project:1,,,obj:8 | nsubj:5 | obl:4 | nmod:3 | compound:3,flood:3 | oversaturate:2 | upload:1 | use:1 | look:1,appropriate:1 | tough:1 | certain:1 | local:1,flood:1 | job:1 | end:1 | art:1
output,NOUN+PROPN,25,27,1.08,2,,,NOUN,,TECH,,it:1 | prompt:1 | model:1,page:1 | asset:1 | representation:1,,field:1 | level:1,obj:10 | nmod:7 | nsubj:5 | obl:3 | conj:1,improve:3 | alter:2 | use:2 | mean:2 | inspect:1,creative:4 | good:3 | own:2 | generate:1 | complete:1,AI:1 | audio:1 | image:1
moment,NOUN+PROPN,25,26,1.04,2,,,NOUN,,RESOURCE,,,,,,obl:11 | nmod:5 | obj:3 | root:2 | nsubj:2,capture:2 | see:1 | have:1 | love:1 | feel:1,same:1 | final:1 | beautiful:1,
past,NOUN+PROPN,25,26,1.04,2,,,NOUN,,DISCOURSE,,I:1,email:1 | element:1 | list:1 | railing:1,,image:1 | house:1,obl:24 | nmod:2,use:4 | have:3 | do:2 | focus:2 | take:1,,person:1
show,NOUN+PROPN,24,32,1.333333333,3,,,NOUN,,ARTIFACT,,I:2 | algorithm:1 | chord:1 | that:1 | image:1,I:3 | boss:2 | post:1 | era:1 | interest:1,look:1,in:1 | screen:1 | client:1,nmod:10 | obj:6 | obl:6 | nsubj:3 | conj:3,run:1 | get:1 | work:1 | make:1 | hit:1,separate:1 | exist:1 | live:1,TV:5 | fire:1
email,NOUN+PROPN,24,30,1.25,3,,,NOUN,CREATIVE_ARTIFACT,ARTIFACT,,I:1,redacte:1,,x:1,obj:10 | conj:8 | compound:4 | obl:3 | nmod:3,respond:3 | write:3 | make:1 | send:1 | draft:1,cold:1 | previous:1 | professional:1,client:1 | draft:1
collaboration,NOUN+PROPN,24,29,1.208333333,2,,,NOUN,,PROCESS,,,,,,nsubj:8 | obj:7 | obl:3 | nmod:2 | root:2,describe:3 | drive:2 | consider:1 | come:1 | work:1,non-visual:1 | excellent:1 | common:1,
perspective,NOUN+PROPN,24,26,1.083333333,2,,,NOUN,,CONCEPT,,,,,,obj:9 | nmod:6 | obl:5 | conj:3 | nsubj:2,refine:1 | capture:1 | look:1 | find:1 | give:1,different:4 | unique:3 | own:2 | same:1 | creative:1,person:1
form,NOUN+PROPN,24,25,1.041666667,2,,,NOUN,,CONCEPT,Polysemous: shape vs document vs type,dance:1 | word:1 | something:1,habit:1 | event:1,,mind:1,compound:8 | obl:7 | obj:4 | conj:2 | nmod:2,take:2 | tell:2 | shift:1 | feel:1 | involve:1,short:4 | long:2 | many:2 | various:2 | different:1,art:2
change,NOUN+PROPN,24,24,1.0,1,,,NOUN,,DISCOURSE,,it:6 | that:5 | I:5 | this:4 | AI:4,much:5 | process:4 | color:4 | most:3 | word:3,more:1 | think:1 | publish:1 | focus:1,work:3 | I:3 | way:2 | year:2 | image:2,obj:10 | nsubj:6 | obl:2 | nmod:2 | compound:1,make:5 | hammer:1 | involve:1 | look:1 | help:1,big:4 | multiple:1 | small:1 | overall:1 | most:1,feature:1 | game:1 | AI:1 | topic:1 | climate:1
asset,NOUN+PROPN,23,45,1.956521739,6,,,NOUN,,ARTIFACT,,,,,,obj:18 | nmod:6 | compound:6 | obl:6 | nsubj:4,create:8 | generate:3 | draw:2 | look:2 | come:1,generate:4 | ready:4 | creative:2 | own:1 | specific:1,map:2 | D:1 | game:1 | production:1 | business:1
step,NOUN+PROPN,23,29,1.260869565,3,,,NOUN,,PROCESS,,it:1,,,team:1 | way:1 | creativity:1 | writer:1,obl:11 | obj:5 | nmod:4 | nsubj:outer:4 | nsubj:2,use:5 | go:3 | include:2 | continue:1 | get:1,next:5 | creative:2 | practice:1 | tedious:1 | actual:1,revision:1 | brainstorming:1 | workflow:1
thought,NOUN+PROPN,23,27,1.173913043,2,,,NOUN,,DISCOURSE,,,,,,obj:9 | obl:5 | nmod:4 | compound:4 | conj:3,use:2 | record:1 | translate:1 | ask:1 | come:1,own:4 | creative:1 | certain:1,side:1
tone,NOUN+PROPN,23,27,1.173913043,3,,,NOUN,CREATIVE_CONCEPT,CONCEPT,,,shirt:1,,,obj:14 | conj:5 | nmod:4 | obl:4,use:2 | achieve:1 | have:1 | lose:1 | ask:1,right:2 | consistent:1 | particular:1 | necessary:1 | specific:1,skin:1
feature,NOUN+PROPN,23,26,1.130434783,2,,,NOUN,,TECH,,that:2 | they:1,landscape:1 | mythology:1 | design:1 | project:1,art:1,,compound:10 | obj:6 | nmod:4 | obl:3 | conj:1,use:2 | have:2 | keep:1 | rely:1 | think:1,new:1 | specific:1 | suggest:1 | graphic:1 | change:1,AI:4 | optimize:1 | suggest:1 | version:1 | history:1
fact,NOUN+PROPN,23,25,1.086956522,2,,,NOUN,,DISCOURSE,,note:1 | I:1,,check:3,,obl:9 | compound:4 | obj:4 | nsubj:2 | advmod:2,check:6 | think:2 | matter:1 | struggle:1 | ask:1,interesting:2 | historical:1 | much:1,
side,NOUN+PROPN,23,25,1.086956522,2,,,NOUN,,DISCOURSE,,,,,,obl:12 | compound:4 | obj:3 | nmod:2 | nsubj:2,come:2 | work:1 | get:1 | reach:1 | write:1,creative:6 | social:1 | other:1 | technical:1 | artistic:1,media:1 | video:1 | business:1 | writing:1 | research:1
outline,NOUN+PROPN,22,32,1.454545455,5,,,NOUN,,ARTIFACT,,I:2,idea:2 | draft:2 | content:1 | planning:1 | plot:1,research:1,blog:1 | whole:1 | document:1 | course:1 | page:1,obj:13 | obl:7 | nmod:5 | conj:2 | nsubj:2,create:2 | send:1 | give:1 | complete:1 | organise:1,detailed:2 | quick:1 | rough:1 | few:1 | different:1,page:1 | storyboard:1 | story:1 | chapter:1
cover,NOUN+PROPN,22,28,1.272727273,3,,,NOUN,,ARTIFACT,,we:6 | that:3 | I:2 | everything:1 | each:1,it:5 | everything:2 | topic:2 | area:1 | insight:1,when:1,phase:1,obj:10 | compound:8 | obl:5 | nmod:2 | conj:1,create:3 | make:2 | generate:2 | design:1 | judge:1,heavy:1 | own:1 | complete:1,book:5 | placeholder:1 | artist:1 | album:1
description,NOUN+PROPN,22,27,1.227272727,3,,,NOUN,,ARTIFACT,,,,,,obj:14 | obl:7 | conj:3 | nsubj:2 | compound:1,write:4 | create:2 | provide:2 | come:2 | generate:2,sonic:1 | related:1 | good:1 | perfect:1 | short:1,listing:3 | video:1 | conception:1 | performance:1 | product:1
reader,NOUN+PROPN,22,27,1.227272727,2,,,NOUN,,AGENT,,,,,,obl:10 | nsubj:7 | nmod:4 | conj:3 | obj:2,feel:2 | act:2 | think:1 | run:1 | use:1,human:2 | intuitive:1 | casual:1 | many:1 | western:1,beta:4 | steal:1 | time:1 | proof:1 | day:1
edit,NOUN+PROPN,22,26,1.181818182,3,,,NOUN,,PROCESS,,I:18 | statement:1 | work:1 | project:1 | who:1,photo:4 | work:3 | manuscript:3 | it:3 | image:3,,program:1 | completion:1 | editing:1 | image:1 | other:1,obj:13 | conj:8 | obl:4 | nsubj:1,make:6 | do:2 | see:1 | clean:1 | have:1,several:1 | minor:1 | second:1 | obvious:1 | basic:1,level:1 | correct:1 | AI:1 | seo:1 | self:1
track,NOUN+PROPN,22,26,1.181818182,2,,,NOUN,,ARTIFACT,Polysemous: audio recording vs follow vs path,that:1,trend:1 | CPC:1,,campaign:1,obj:17 | obl:5 | nmod:2 | appos:1 | compound:1,keep:11 | lose:4 | make:2 | get:1 | send:1,several:1 | different:1 | specific:1,
future,NOUN+PROPN,22,23,1.045454545,2,,,NOUN,,DISCOURSE,,,,,,obl:17 | nmod:4 | compound:1 | conj:1,like:2 | get:1 | adapt:1 | love:1 | appreciate:1,near:3 | creative:1,
option,NOUN+PROPN,22,23,1.045454545,2,,,NOUN,,PROCESS,,,,,,obj:13 | conj:3 | nmod:3 | obl:2 | appos:1,have:4 | explore:2 | love:1 | keep:1 | provide:1,different:2 | creative:1 | possible:1 | final:1 | available:1,mockup:1 | depth:1 | performance:1 | box:1 | remodeling:1
planning,NOUN+PROPN,22,23,1.045454545,2,,,NOUN,,PROCESS,,,,,,compound:7 | conj:5 | nmod:5 | obj:2 | obl:2,require:1 | outline:1 | turn:1 | use:1,more:1 | social:1,business:2 | lesson:1 | product:1 | calendar:1 | budgetary:1
space,NOUN+PROPN,22,22,1.0,1,,,NOUN,,DISCOURSE,,,,,,nmod:8 | obl:7 | conj:2 | obj:2 | nsubj:1,become:1 | design:1 | fit:1 | believe:1 | avoid:1,creative:2 | many:1 | extra:1 | social:1 | online:1,design:2 | music:1 | production:1 | cricut:1 | media:1
thanks,NOUN+PROPN,22,22,1.0,1,,,NOUN,,DISCOURSE,,,,,,root:15 | discourse:4 | obl:unmarked:3,cover:1 | sound:1 | make:1 | deliver:1,,
song,NOUN+PROPN,21,30,1.428571429,3,,,NOUN,,ARTIFACT,,,,,,obj:12 | nmod:6 | compound:5 | obl:4 | conj:2,write:4 | edit:1 | pitch:1 | receive:1 | produce:1,few:1 | popular:1 | different:1 | complete:1 | original:1,writing:1 | pop:1 | rock:1
audio,NOUN+PROPN,21,29,1.380952381,3,,,NOUN,,TECH,,,,,,compound:14 | obj:5 | conj:4 | obl:4 | nmod:2,mix:2 | involve:1 | analyze:1 | split:1 | sculpt:1,digital:1 | record:1,game:1 | editing:1
money,NOUN+PROPN,21,27,1.285714286,2,,,NOUN,,CONTEXT,,,,,,obj:15 | obl:4 | conj:3 | nmod:3 | xcomp:1,make:12 | hit:1 | stiff:1 | earn:1 | donate:1,less:2 | decent:1 | most:1 | much:1 | more:1,
fiction,NOUN+PROPN,21,25,1.19047619,3,,,NOUN,,ARTIFACT,,,,,,conj:5 | compound:5 | obl:5 | nmod:4 | obj:3,write:1 | work:1 | flood:1 | churn:1 | shuffle:1,literary:3 | creative:2 | short:2 | formulaic:1 | create:1,flash:2 | science:2
ChatGPT,NOUN+PROPN,21,24,1.142857143,2,,,NOUN,,TECH,,,,,,obj:7 | nsubj:4 | nmod:4 | iobj:2 | conj:2,use:7 | give:3 | ask:2 | tell:1 | know:1,,
answer,NOUN+PROPN,21,23,1.095238095,2,,,NOUN,META_RESEARCH,DISCOURSE,,it:3 | I:2 | that:1 | what:1 | this:1,question:12 | everything:1 | bunch:1 | who:1,,question:1 | character:1,obj:12 | obl:5 | nsubj:4 | nmod:1 | compound:1,get:4 | give:3 | use:2 | find:1 | vary:1,last:1 | appropriate:1 | possible:1 | actual:1 | specific:1,
reference,NOUN+PROPN,21,23,1.095238095,2,,,NOUN,,RESOURCE,,,,,,compound:9 | obj:6 | obl:6 | nmod:1 | nsubj:1,find:2 | use:2 | hone:1 | write:1 | edit:1,exact:1 | potential:1 | future:1 | good:1 | easy:1,character:1
effect,NOUN+PROPN,21,22,1.047619048,2,,,NOUN,,DISCOURSE,,this:2 | few:1 | concern:1 | I:1,writer:1 | outcome:1,,month:1 | loss:1 | job:1,obj:7 | conj:7 | nmod:4 | obl:3 | root:1,have:3 | create:2 | use:2 | write:1 | give:1,visual:3 | exciting:1 | devastating:1 | practical:1 | different:1,sound:4 | Coriolis:1 | twilight:1 | light:1 | ability:1
issue,NOUN+PROPN,21,22,1.047619048,2,,,NOUN,,ARTIFACT,,representation:1 | I:1,correction:1,,woman:1 | model:1,obj:7 | obl:6 | nsubj:outer:3 | conj:2 | nmod:2,check:1 | work:1 | see:1 | fix:1 | look:1,main:1 | truthful:1 | major:1 | ethical:1 | potential:1,time:1 | flow:1 | writing:1
course,NOUN+PROPN,21,21,1.0,1,,,NOUN,,DISCOURSE,,,,,,fixed:16 | obl:3 | nmod:1 | compound:1,outline:1 | help:1,online:1,jazz:1
picture,NOUN+PROPN,20,26,1.3,3,,,NOUN,,ARTIFACT,,they:2,detail:1,,,obj:14 | obl:5 | compound:4 | nsubj:1 | advcl:1,edit:2 | paint:2 | treat:1 | add:1 | attach:1,original:2 | old:1 | black:1 | horrible:1 | clear:1,wip:1
self,NOUN+PROPN,20,22,1.1,2,,,NOUN,,DISCOURSE,,,,,,compound:20 | nmod:1 | obl:1,publish:8 | maintain:1 | employ:1 | edit:1,,author:1
