lemma,pos_group,doc_count,total_count,ChatGPT_suggested_category,Claude_suggested_category,Claude_notes,top_clusters,top_subjects,top_objects,top_comps,top_obls,top_noun_roles,top_head_verbs,top_amod,top_compound
integrate,VERB,17,19,UNCLEAR,WORKFLOW,,"Art, design, crafts:7 | Fiction writing:4 | Audiovisual:3",which:1 | its:1 | I:1 | we:1,it:5 | reel:1 | image:1 | AI:1 | character:1,,project:2 | TikTok:1 | field:1 | tool:1 | vehicle:1,,,,
feed,VERB,17,18,UNCLEAR,WORKFLOW,,"Fiction writing:8 | Art, design, crafts:5 | Content writing:3",I:5 | that:1 | it:1 | this:1,it:4 | article:3 | prompt:1 | bit:1 | that:1,,chat:2 | it:1 | crisis:1 | I:1 | use:1,,,,
pick,VERB,17,17,UNCLEAR,ACCESS,,"Art, design, crafts:7 | Fiction writing:5 | Content writing:3",I:4 | AI:1 | it:1 | they:1 | model:1,pattern:1 | idea:1 | niche:1 | topic:1 | it:1,good:1,trend:1 | clue:1 | on:1 | from:1 | great:1,,,,
capture,VERB,16,19,UNCLEAR,PRODUCE,,"Art, design, crafts:7 | Fiction writing:5 | Audiovisual:4",that:3 | I:2 | description:1 | it:1 | part:1,moment:2 | perspective:1 | ambiance:1 | amount:1 | work:1,,I:1 | how:1,,,,
upload,VERB,16,18,UNCLEAR,WORKFLOW,,"Art, design, crafts:11 | Fiction writing:4 | Content writing:2",I:7 | they:2 | you:1,image:6 | they:1 | piece:1 | story:1 | graph:1,,AI:3 | market:1 | model:1 | site:1 | it:1,,,,
assist,VERB,16,17,UNCLEAR,ASSIST,,"Art, design, crafts:6 | Content writing:4 | Audiovisual:3",AI:3 | that:1 | it:1,I:4 | you:1 | we:1,,process:1 | research:1 | ability:1 | writing:1 | thing:1,,,,
outline,VERB,16,17,UNCLEAR,PRODUCE,,"Content writing:6 | Fiction writing:6 | Art, design, crafts:3",I:2,idea:2 | draft:2 | content:1 | planning:1 | plot:1,research:1,blog:1 | whole:1 | document:1 | course:1 | page:1,obj:13 | obl:7 | nmod:5 | conj:2 | nsubj:2,create:2 | send:1 | give:1 | complete:1 | organise:1,detailed:2 | quick:1 | rough:1 | few:1 | different:1,page:1 | storyboard:1 | story:1 | chapter:1
avoid,VERB,16,16,UNCLEAR,CONTROL,Prevention/control verb,"Art, design, crafts:6 | Mix:4 | Content writing:3",I:2 | model:1,this:1 | use:1 | temptation:1 | backlash:1 | suggestion:1,use:3 | link:1 | steal:1 | feel:1 | deal:1,workflow:1 | space:1 | practice:1,,,,
bounce,VERB,16,16,UNCLEAR,COMMUNICATE,"Communicative; ""bounce ideas off""","Content writing:5 | Fiction writing:4 | Art, design, crafts:3",I:5 | we:1 | they:1,idea:12 | direction:1,,of:3 | it:2 | off:2 | AI:2 | peer:1,,,,
grow,VERB,15,18,UNCLEAR,STATE,,"Art, design, crafts:9 | Fiction writing:6 | Audiovisual:1",we:1 | grandmother:1 | what:1 | who:1 | business:1,meat:1 | media:1,large:1 | follow:1,that:1 | artist:1 | something:1 | in:1 | business:1,,,,
bring,VERB,15,17,UNCLEAR,ACCESS,,"Art, design, crafts:5 | Mix:5 | Audiovisual:4",I:7 | team:1 | model:1,it:3 | they:2 | that:1 | image:1 | couple:1,good:1,life:3 | blender:2 | illustration:1 | project:1 | class:1,,,,
ensure,VERB,15,17,UNCLEAR,CONTROL,Control/verification verb,"Art, design, crafts:8 | Content writing:5 | Fiction writing:2",I:2,product:1 | color:1 | truthfulness:1,be:1 | look:1 | blend:1 | capture:1 | right:1,,,,,
explore,VERB,15,17,EXPLORE,EXPLORE,,"Fiction writing:8 | Art, design, crafts:7 | Content writing:1",I:2,possibility:1 | scenario:1 | function:1 | topic:1 | video:1,,story:2 | angle:1 | perspective:1 | tool:1 | atmosphere:1,,,,
prompt,VERB,15,17,UNCLEAR,CONTROL,,"Art, design, crafts:21 | Mix:17 | Content writing:8",I:2 | search:1 | system:1 | everyone:1 | AI:1,response:1 | state:1 | style:1 | tweak:1 | instruction:1,use:1 | generate:1,generation:1 | question:1,obj:21 | obl:20 | nmod:7 | nsubj:4 | conj:1,create:3 | craft:3 | use:3 | generate:2 | include:2,single:3 | simple:2 | few:2 | right:1 | free:1,journaling:2 | art:2 | system:1 | image:1 | writing:1
consume,VERB,15,16,UNCLEAR,ACCESS,Take in content/resources,"Fiction writing:10 | Art, design, crafts:3 | Audiovisual:2",that:2 | research:1 | it:1,art:1,,design:1 | I:1 | something:1 | writing:1 | benefit:1,,,,
explain,VERB,15,16,UNCLEAR,COMMUNICATE,,"Fiction writing:6 | Content writing:4 | Art, design, crafts:3",I:4,idea:2 | concept:2 | version:1 | it:1 | how:1,,I:2 | painting:1 | manner:1 | AI:1 | prompt:1,,,,
incorporate,VERB,15,15,UNCLEAR,WORKFLOW,,"Fiction writing:7 | Art, design, crafts:6 | Content writing:2",I:3,AI:2 | coding:1 | character:1 | more:1 | some:1,use:1,sake:1 | workflow:1 | design:1 | line:1 | conversation:1,,,,
pull,VERB,15,15,UNCLEAR,ACCESS,,"Art, design, crafts:4 | Fiction writing:4 | Mix:3",I:4 | that:1 | video:1 | model:1,idea:2 | information:1 | color:1 | I:1 | meme:1,,source:3 | it:2 | image:1 | internet:1 | air:1,,,,
vary,VERB,15,15,UNCLEAR,STATE,,"Art, design, crafts:6 | Fiction writing:6 | Mix:2",project:2 | work:1 | Typical:1 | genre:1 | answer:1,project:1 | lot:1,,project:2 | line:1 | ais:1 | screenwriting:1 | result:1,,,,
organize,VERB,14,18,WORKFLOW,WORKFLOW,,Fiction writing:8 | Content writing:4 | Mix:4,I:2,file:2 | devotional:2 | material:1 | pattern:1 | info:1,,category:2 | book:1 | campaign:1 | audio:1,,,,
present,VERB,14,18,UNCLEAR,COMMUNICATE,,"Art, design, crafts:10 | Content writing:4 | Fiction writing:2",it:2 | I:2 | theory:1 | AI:1 | llm:1,information:4 | it:3 | idea:3 | that:1 | problem:1,,way:3 | that:1 | which:1 | suggestion:1 | client:1,,,,
realize,VERB,14,17,UNCLEAR,COGNITION,,"Content writing:7 | Fiction writing:5 | Art, design, crafts:3",I:10 | we:1,,make:2 | move:2 | do:1 | steal:1 | create:1,,,,,
break,VERB,14,16,UNCLEAR,MODIFY,"Modification; ""break down"" into parts","Fiction writing:13 | Art, design, crafts:2 | Mix:1",which:1 | generation:1 | something:1 | it:1,flow:2 | llm:1 | blub:1 | concentration:1 | post:1,,rhythm:1 | passage:1 | extent:1 | piece:1 | cycle:1,,,,
receive,VERB,14,16,UNCLEAR,ACCESS,,"Art, design, crafts:10 | Fiction writing:3 | Content writing:2",I:8 | it:1 | they:1 | company:1 | complany:1,info:2 | request:1 | song:1 | amount:1 | order:1,,customer:1 | railing:1 | category:1 | it:1,,,,
show,VERB,14,16,UNCLEAR,COMMUNICATE,Polysemous: demonstrate vs display,"Fiction writing:14 | Art, design, crafts:10 | Audiovisual:6",I:2 | algorithm:1 | chord:1 | that:1 | image:1,I:3 | boss:2 | post:1 | era:1 | interest:1,look:1,in:1 | screen:1 | client:1,nmod:10 | obj:6 | obl:6 | nsubj:3 | conj:3,run:1 | get:1 | work:1 | make:1 | hit:1,separate:1 | exist:1 | live:1,TV:5 | fire:1
utilize,VERB,14,15,UNCLEAR,WORKFLOW,,"Content writing:9 | Art, design, crafts:3 | Fiction writing:2",I:3 | tool:1 | who:1,AI:8 | it:5 | more:1 | creativity:1,,purpose:2 | naming:1 | copy:1 | brainstorming:1 | process:1,,,,
hit,VERB,14,14,UNCLEAR,ACCESS,,"Audiovisual:2 | Art, design, crafts:1 | Fiction writing:1",I:3 | it:2 | show:1 | that:1 | some:1,wall:3 | button:2 | it:1 | point:1 | market:1,send:1 | wrong:1 | align:1,money:1 | page:1,,,,
stay,VERB,14,14,UNCLEAR,STATE,,"Fiction writing:6 | Content writing:4 | Art, design, crafts:3",I:3 | it:1 | uniqueness:1 | work:1 | rest:1,same:2,true:1 | intact:1 | relevant:1 | open:1 | difficult:1,style:1 | control:1 | occupation:1 | same:1 | flow:1,,,,
connect,VERB,13,15,UNCLEAR,RELATE,,"Art, design, crafts:4 | Fiction writing:4 | Audiovisual:3",that:3 | dot:1 | I:1 | all:1 | this:1,dot:2 | which:1 | clip:1 | trait:1 | event:1,,customer:1 | body:1 | concept:1 | music:1 | game:1,,,,
shift,VERB,13,15,UNCLEAR,STATE,,"Content writing:7 | Fiction writing:5 | Art, design, crafts:2",it:2 | term:1 | much:1 | something:1 | boundary:1,it:2 | thing:1 | point:1 | perception:1 | direction:1,mean:1,form:1 | chapter:1 | past:1 | style:1 | process:1,,,,
handle,VERB,13,14,UNCLEAR,WORKFLOW,,"Art, design, crafts:9 | Fiction writing:3 | Audiovisual:2",I:1 | it:1 | that:1 | tool:1,task:4 | part:3 | thing:1 | it:1 | more:1,rendering:1,sensitivity:1,,,,
hear,VERB,13,14,UNCLEAR,ACCESS,Perceptual access verb,"Fiction writing:7 | Art, design, crafts:3 | Audiovisual:3",I:5 | you:1,it:2 | person:1 | response:1 | word:1 | I:1,implement:1 | mention:1,thought:1 | a.m.:1 | lawyer:1 | minute:1 | it:1,,,,
prepare,VERB,13,14,UNCLEAR,ASSIST,,"Fiction writing:5 | Art, design, crafts:3 | Content writing:3",I:1 | it:1 | we:1,suggestion:2 | project:1 | it:1 | that:1 | post:1,move:1,content:1 | for:1 | notice:1 | draft:1 | idea:1,,,,
record,VERB,13,14,UNCLEAR,PRODUCE,,Audiovisual:5 | Mix:5 | Fiction writing:4,watch:1,thought:1 | that:1 | episode:1 | meditation:1 | musician:1,,specification:1,,,,
speak,VERB,13,14,UNCLEAR,COMMUNICATE,,"Mix:5 | Fiction writing:4 | Art, design, crafts:2",I:1 | piece:1,what:1,,her:1 | itself:1 | expert:1,,,,
compare,VERB,13,13,UNCLEAR,EVALUATE,,"Fiction writing:5 | Art, design, crafts:3 | Mix:3",I:2,it:2 | interpretation:1 | painting:1 | tactic:1 | product:1,,that:2 | how:1 | cost:1 | work:1 | sculpture:1,,,,
deliver,VERB,13,13,WORKFLOW,ASSIST,,Mix:5 | Fiction writing:4 | Content writing:3,I:3 | that:2 | llm:1,image:2 | sort:1 | podcast:1 | list:1 | article:1,,that:1 | client:1 | work:1 | minute:1 | individual:1,,,,
guess,VERB,13,13,DISCOURSE,ATTITUDE,,"Fiction writing:4 | Art, design, crafts:3 | Content writing:3",I:12 | everyone:1 | you:1,how:1,count:1 | drive:1 | do:1 | need:1 | help:1,,,,,
manage,VERB,13,13,CONTROL,CONTROL,,"Art, design, crafts:4 | Audiovisual:3 | Fiction writing:3",I:4 | location:1 | media:1,team:1 | stat:1 | time:1 | group:1 | all:1,recommend:1 | good:1 | flesh:1 | mention:1,refinement:1,,,,
spark,VERB,13,13,UNCLEAR,CONTROL,,"Content writing:4 | Fiction writing:4 | Art, design, crafts:2",idea:2 | which:1 | what:1 | art:1,idea:3 | way:1 | creativity:1 | kernel:1 | one:1,,I:2 | suggestion:1,,,,
paint,VERB,12,19,UNCLEAR,PRODUCE,,"Art, design, crafts:15 | Fiction writing:2 | Audiovisual:1",I:3 | it:2 | who:1,something:2 | picture:2 | design:1 | series:1 | mushroom:1,,shoe:1 | one:1 | some:1 | own:1,,,,
call,VERB,12,14,UNCLEAR,COMMUNICATE,"Communication; also ""call X Y"" naming","Audiovisual:4 | Art, design, crafts:3 | Fiction writing:3",mentor:1 | novel:1 | we:1 | editor:1 | I:1,it:4 | themselves:1 | artist:1 | I:1 | they:1,HueForge:1 | Thinglink:1 | Redacte:1 | redacte:1 | A:1,factor:1,,,,
hire,VERB,12,13,UNCLEAR,ACCESS,,"Art, design, crafts:8 | Audiovisual:3 | Content writing:1",company:1 | who:1 | I:1,artist:3 | person:2 | creative:1 | illustrator:1 | copywriter:1,,thing:1 | project:1,,,,
offer,VERB,12,13,UNCLEAR,ASSIST,,"Art, design, crafts:5 | Fiction writing:4 | Audiovisual:2",I:3 | AI:1 | it:1 | assistant:1,idea:2 | advice:2 | prompt:1 | perspective:1 | feedback:1,,image:1 | media:1 | bundle:1 | sentence:1 | pager:1,,,,
search,VERB,12,13,UNCLEAR,EXPLORE,,"Fiction writing:12 | Art, design, crafts:6 | Content writing:3",I:3 | it:1 | we:1,verse:1 | myself:1 | Template:1 | Pinterest:1 | web:1,,internet:2 | inspiration:2 | for:2 | image:2 | canvas:1,compound:11 | nsubj:4 | obj:3 | appos:1 | obl:1,do:2 | prompt:1 | require:1 | enable:1 | become:1,simple:1 | initial:1 | advanced:1,Google:4 | internet:2 | web:2
affect,VERB,12,12,UNCLEAR,RELATE,Causation/relation verb,"Art, design, crafts:6 | Fiction writing:4 | Audiovisual:1",it:5 | AI:1 | process:1 | this:1,I:2 | area:1 | stability:1 | work:1 | it:1,,depth:1 | all:1,,,,
automate,VERB,12,12,UNCLEAR,WORKFLOW,,"Audiovisual:5 | Art, design, crafts:4 | Mix:2",person:1 | that:1,task:2 | part:2 | process:2 | music:1 | editing:1,,,,,,
combine,VERB,12,12,UNCLEAR,WORKFLOW,,"Art, design, crafts:5 | Audiovisual:4 | Content writing:1",that:2 | brain:1,it:3 | several:1 | image:1 | bam:1 | all:1,,one:2 | detail:1 | music:1 | that:1 | error:1,,,,
mix,VERB,12,12,UNCLEAR,RELATE,,"Audiovisual:9 | Mix:2 | Art, design, crafts:1",it:1 | I:1,music:2 | genre:2 | plugin:1 | audio:1 | color:1,,studio:1 | fact:1 | future:1 | audio:1,,,,
remember,VERB,12,12,DISCOURSE,COGNITION,,"Art, design, crafts:3 | Mix:3 | Audiovisual:2",I:7 | she:1 | it:1,name:2 | thing:1 | that:1 | type:1,design:1 | push:1 | think:1 | take:1 | do:1,area:1 | month:1,,,,
expect,VERB,11,13,UNCLEAR,ATTITUDE,,"Fiction writing:7 | Mix:3 | Art, design, crafts:2",I:10 | person:1 | it:1,it:2 | AI:1 | anything:1 | level:1 | output:1,use:2 | able:1 | good:1 | continue:1 | lean:1,,,,,
guide,VERB,11,13,CONTROL,CONTROL,,"Content writing:6 | Art, design, crafts:3 | Fiction writing:3",that:2 | it:2 | AI:1,I:2 | direction:1 | it:1 | approach:1 | style:1,,process:2 | schedule:1 | way:1 | hand:1,,,,
clean,VERB,11,12,REFINE,MODIFY,,"Art, design, crafts:4 | Mix:4 | Audiovisual:3",edge:1 | that:1 | I:1,scratch:1 | script:1 | note:1 | it:1 | mesh:1,,restoration:1 | I:1 | image:1 | fill:1,,,,
paste,VERB,11,12,UNCLEAR,WORKFLOW,,"Mix:5 | Art, design, crafts:3 | Audiovisual:2",I:3 | they:1,everyone:1 | bunch:1 | all:1 | it:1 | body:1,,Photoshop:1 | window:1 | transcript:1 | on:1 | shape:1,,,,
accept,VERB,11,11,UNCLEAR,ATTITUDE,Mental/attitudinal acceptance,"Audiovisual:4 | Content writing:4 | Art, design, crafts:2",I:3 | client:1 | shift:1,that:1 | illness:1 | what:1 | sound:1 | commission:1,part:1,professional:1,,,,
craft,VERB,11,11,UNCLEAR,PRODUCE,,"Art, design, crafts:3 | Fiction writing:2 | Content writing:1",I:1 | narrative:1,prompt:3 | paragraph:1 | statement:1 | pitch:1 | introduction:1,,client:1 | myself:1 | person:1,,,,
determine,VERB,11,11,CONTROL,CONTROL,,"Fiction writing:7 | Art, design, crafts:3 | Audiovisual:1",I:1,thing:1 | what:1 | tool:1 | frequency:1,focus:1 | create:1 | suit:1 | appropriate:1 | impossible:1,conversation:1,,,,
fall,VERB,11,11,UNCLEAR,STATE,"Change of state; ""fall into"" category","Fiction writing:3 | Art, design, crafts:2 | Audiovisual:2",it:2 | task:1 | which:1 | standard:1,victim:1,,team:1 | realm:1 | scope:1 | habit:1 | area:1,,,,
maintain,VERB,11,11,UNCLEAR,WORKFLOW,,"Fiction writing:4 | Art, design, crafts:2 | Content writing:2",I:2,voice:3 | integrity:2 | continuity:1 | guardrail:1 | account:1,,creative:1 | self:1 | process:1 | artwork:1 | actor:1,,,,
wait,VERB,11,11,UNCLEAR,STATE,Duration/state verb,"Fiction writing:7 | Art, design, crafts:2 | Audiovisual:1",we:1 | they:1,it:1,see:1,inspiration:3 | point:1 | idea:1 | swing:1,,,,
adapt,VERB,10,12,UNCLEAR,MODIFY,,"Art, design, crafts:5 | Content writing:3 | Fiction writing:3",they:1 | who:1 | I:1,they:2 | one:1,good:1,reality:1 | to:1 | future:1 | tool:1 | offering:1,,,,
iterate,VERB,10,12,EXPLORE,MODIFY,,"Art, design, crafts:6 | Mix:3 | Audiovisual:1",I:5,idiom:1 | thought:1,,concept:1 | illustration:1 | multitude:1 | character:1 | term:1,,,,
act,VERB,10,11,UNCLEAR,WORKFLOW,Action/performance verb,"Fiction writing:5 | Art, design, crafts:4 | Audiovisual:1",it:5 | they:1 | AI:1 | that:1,more:1,,reader:2 | guide:1 | tool:1 | identifier:1 | time:1,,,,
buy,VERB,10,11,UNCLEAR,ACCESS,,"Art, design, crafts:4 | Audiovisual:3 | Content writing:2",I:5 | billion:1 | person:1,it:1 | plugin:1 | travel:1 | theory:1 | freedom:1,,heartbeat:1,,,,
direct,VERB,10,11,CONTROL,CONTROL,,"Art, design, crafts:5 | Content writing:3 | Mix:2",I:3,AI:3 | model:2 | worker:1 | it:1 | process:1,,case:1 | image:1,,,,
engage,VERB,10,11,UNCLEAR,WORKFLOW,"Workflow; ""engage with"" content/tools","Art, design, crafts:8 | Audiovisual:2 | Fiction writing:1",I:3,staff:1 | AI:1 | creativity:1 | tool:1,,it:1 | initiative:1 | learning:1 | participant:1 | conversation:1,,,,
notice,VERB,10,11,UNCLEAR,COGNITION,,Fiction writing:5 | Audiovisual:3 | Content writing:2,I:8 | AI:1 | they:1 | you:1,lot:1 | myself:1 | that:1 | potential:1 | which:1,understand:1 | be:1 | have:1 | look:1 | try:1,week:1,,,,
push,VERB,10,11,UNCLEAR,CONTROL,,"Art, design, crafts:6 | Content writing:3 | Fiction writing:1",I:2 | AI:2 | it:1 | you:1,button:2 | it:1 | thing:1 | boundary:1 | limit:1,,template:1 | way:1 | towards:1 | part:1 | what:1,,,,
seek,VERB,10,11,UNCLEAR,EXPLORE,,"Mix:5 | Art, design, crafts:3 | Fiction writing:3",I:3 | developer:1,role:2 | unknown:1 | tool:1 | way:1 | funding:1,tighten:1,,,,,
stand,VERB,10,11,UNCLEAR,STATE,,"Art, design, crafts:3 | Fiction writing:3 | Audiovisual:2",I:2 | it:1 | they:1,,look:1,hill:2 | crowd:2 | unique:1 | one:1 | setting:1,,,,
apply,VERB,10,10,UNCLEAR,WORKFLOW,,"Audiovisual:3 | Art, design, crafts:2 | Content writing:2",I:3 | that:1 | physics:1 | this:1,that:1 | it:1 | tactic:1 | processing:1 | decal:1,,what:1 | heat:1 | project:1 | all:1 | piece:1,,,,
attempt,VERB,10,10,UNCLEAR,EXPLORE,Exploration/trying verb,"Content writing:6 | Art, design, crafts:1 | Audiovisual:1",I:3 | ai:1 | job:1,conversation:1 | which:1,do:2 | provide:1 | create:1 | teach:1 | use:1,myself:1 | which:1,,,,
copy,VERB,10,10,UNCLEAR,WORKFLOW,,"Content writing:16 | Art, design, crafts:9 | Mix:4",I:5 | much:1,design:1 | that:1 | style:1 | it:1 | section:1,,content:1 | chat:1 | document:1,obj:13 | obl:7 | compound:6 | conj:4 | nmod:3,write:4 | have:1 | run:1 | create:1 | utilize:1,creative:1 | main:1 | professional:1 | freelance:1,writing:5 | marketing:3 | website:3 | ad:1 | sale:1
face,VERB,10,10,UNCLEAR,RELATE,,"Art, design, crafts:5 | Content writing:2 | Audiovisual:1",I:4 | presentation:1 | graduate:1,challenge:1 | block:1 | direction:1,,project:1 | advertisement:1,,,,
force,VERB,10,10,UNCLEAR,CONTROL,,"Audiovisual:3 | Art, design, crafts:2 | Fiction writing:2",I:4 | it:2 | this:1 | we:1 | collaboration:1,I:3 | generation:1 | myself:1 | thing:1 | metaphor:1,look:1 | see:1 | get:1 | use:1 | rule:1,part:1 | software:1,,,,
hone,VERB,10,10,UNCLEAR,MODIFY,Refinement/modification verb,"Fiction writing:4 | Mix:4 | Art, design, crafts:1",,that:1 | idea:1,,reference:1 | non:1 | one:1 | sound:1 | detail:1,,,,
lean,VERB,10,10,UNCLEAR,ATTITUDE,"Attitudinal; ""lean towards/into""","Art, design, crafts:3 | Content writing:3 | Mix:2",I:3 | you:1 | we:1 | that:1,,,AI:5 | writing:1 | condition:1 | it:1 | implementation:1,,,,
place,VERB,10,10,UNCLEAR,ACCESS,Placement/access verb,"Fiction writing:13 | Art, design, crafts:8 | Content writing:6",protagonist:1 | they:1 | tool:1 | it:1 | I:1,shadow:2 | limitation:1 | they:1 | object:1,right:1,time:2 | own:1 | use:1 | field:1 | strength:1,obl:14 | obj:11 | conj:4 | xcomp:3 | compound:2,take:7 | use:3 | get:2 | travel:2 | describe:2,first:3 | right:2 | boring:1 | common:1 | next:1,
point,VERB,10,10,UNCLEAR,COMMUNICATE,"Communicative; ""point out""","Fiction writing:5 | Content writing:3 | Art, design, crafts:1",it:3 | they:1 | that:1 | we:1 | AI:1,detail:1 | I:1 | something:1 | some:1 | error:1,have:1,direction:2 | resource:1 | AI:1 | setting:1,obl:34 | obj:22 | nsubj:5 | compound:2 | root:2,use:7 | give:4 | get:4 | be:3 | take:2,various:1 | whole:1 | geographic:1 | key:1 | solid:1,starting:9 | pain:3 | plot:2 | bullet:2 | number:1
serve,VERB,10,10,UNCLEAR,ASSIST,,Fiction writing:4 | Content writing:3 | Mix:3,it:3 | we:1 | this:1 | that:1 | time:1,whoever:1 | purpose:1,charge:1 | make:1 | utilize:1,pad:1 | basis:1 | foundation:1 | case:1 | transcriber:1,,,,
share,VERB,10,10,UNCLEAR,COMMUNICATE,,"Art, design, crafts:5 | Fiction writing:3 | Content writing:1",I:2,idea:1 | mistrust:1 | good:1 | engagement:1 | piece:1,,time:1 | critique:1 | then:1,,,,
